_id,location,year,month,day,mean_windspeed,wind_direction,mean_tempurature,humidity,rainfall,duration,color
66402cf8aa38843775c17872,Cheung Chau,2019,1,1,24.3,350,12.7,73,0,0,Green
66402cf8aa38843775c17873,Cheung Chau,2019,1,2,23.6,350,13.5,73,0,0,Green
66402cf8aa38843775c17874,Cheung Chau,2019,1,3,15.5,360,15.2,87,0.5,0,Green
66402cf8aa38843775c17875,Cheung Chau,2019,1,4,14.1,90,18.2,87,0.5,0,Green
66402cf8aa38843775c17876,Cheung Chau,2019,1,5,10.5,350,19.5,89,0,0,Green
66402cf8aa38843775c17877,Cheung Chau,2019,1,6,13.5,350,17.7,87,0.5,0,Green
66402cf8aa38843775c17878,Cheung Chau,2019,1,7,15.5,100,18.2,85,0,0,Green
66402cf8aa38843775c17879,Cheung Chau,2019,1,8,9.5,110,18.2,90,0,0,Green
66402cf8aa38843775c1787a,Cheung Chau,2019,1,9,19.6,100,17.6,86,0,0,Green
66402cf8aa38843775c1787b,Cheung Chau,2019,1,10,13.2,100,18.6,85,0,0,Green
66402cf8aa38843775c1787c,Cheung Chau,2019,1,11,9.4,130,19.3,88,0,0,Green
66402cf8aa38843775c1787d,Cheung Chau,2019,1,12,5.9,340,20.6,86,0,0,Green
66402cf8aa38843775c1787e,Cheung Chau,2019,1,13,17.8,110,18.3,90,0,0,Green
66402cf8aa38843775c1787f,Cheung Chau,2019,1,14,17.6,100,18.1,88,0,0,Green
66402cf8aa38843775c17880,Cheung Chau,2019,1,15,12.1,90,18,92,2,0,Green
66402cf8aa38843775c17881,Cheung Chau,2019,1,16,20.9,350,16.4,74,0,0,Green
66402cf8aa38843775c17882,Cheung Chau,2019,1,17,14.4,360,15.8,76,0,0,Green
66402cf8aa38843775c17883,Cheung Chau,2019,1,18,13.5,60,16.2,80,0,0,Green
66402cf8aa38843775c17884,Cheung Chau,2019,1,19,12,100,18,80,0,0,Green
66402cf8aa38843775c17885,Cheung Chau,2019,1,20,10.9,20,19.8,78,0,0,Green
66402cf8aa38843775c17886,Cheung Chau,2019,1,21,19.1,350,16.7,70,0,0,Green
66402cf8aa38843775c17887,Cheung Chau,2019,1,22,19.7,350,15.3,55,0,0,Green
66402cf8aa38843775c17888,Cheung Chau,2019,1,23,10.9,360,15.1,67,0,0,Green
66402cf8aa38843775c17889,Cheung Chau,2019,1,24,16.7,100,16.8,73,0,0,Green
66402cf8aa38843775c1788a,Cheung Chau,2019,1,25,10.5,130,17.6,73,0,0,Green
66402cf8aa38843775c1788b,Cheung Chau,2019,1,26,16,90,17.4,79,0,0,Green
66402cf8aa38843775c1788c,Cheung Chau,2019,1,27,21.7,80,16.6,71,0,0,Green
66402cf8aa38843775c1788d,Cheung Chau,2019,1,28,16.3,90,17.3,72,0,0,Green
66402cf8aa38843775c1788e,Cheung Chau,2019,1,29,19.4,100,18.2,77,0,0,Green
66402cf8aa38843775c1788f,Cheung Chau,2019,1,30,12,90,18.9,79,0,0,Green
66402cf8aa38843775c17890,Cheung Chau,2019,1,31,11,360,21.6,78,0,0,Green
66402cf8aa38843775c17891,Cheung Chau,2019,2,1,18.2,360,18.2,71,0,0,Green
66402cf8aa38843775c17892,Cheung Chau,2019,2,2,16.3,90,18.8,82,0,0,Green
66402cf8aa38843775c17893,Cheung Chau,2019,2,3,7.3,120,20.9,87,0,0,Green
66402cf8aa38843775c17894,Cheung Chau,2019,2,4,12.1,80,20.8,88,0,0,Green
66402cf8aa38843775c17895,Cheung Chau,2019,2,5,15.9,90,20,85,0,0,Green
66402cf8aa38843775c17896,Cheung Chau,2019,2,6,10.7,130,21.8,88,0,0,Green
66402cf8aa38843775c17897,Cheung Chau,2019,2,7,10.3,120,22.1,88,0,0,Green
66402cf8aa38843775c17898,Cheung Chau,2019,2,8,19,90,21.8,88,0,0,Green
66402cf8aa38843775c17899,Cheung Chau,2019,2,9,22.8,80,19.9,88,0,0,Green
66402cf8aa38843775c1789a,Cheung Chau,2019,2,10,23.1,90,18.3,89,0,0,Green
66402cf8aa38843775c1789b,Cheung Chau,2019,2,11,12.6,20,18.1,86,0,0,Green
66402cf8aa38843775c1789c,Cheung Chau,2019,2,12,17.4,110,18.7,84,0,0,Green
66402cf8aa38843775c1789d,Cheung Chau,2019,2,13,10.3,120,19.8,86,0,0,Green
66402cf8aa38843775c1789e,Cheung Chau,2019,2,14,19.7,100,20.7,83,0,0,Green
66402cf8aa38843775c1789f,Cheung Chau,2019,2,15,16.8,90,20.4,84,0,0,Green
66402cf8aa38843775c178a0,Cheung Chau,2019,2,16,15.6,120,21.8,84,0,0,Green
66402cf8aa38843775c178a1,Cheung Chau,2019,2,17,26.8,90,18.9,86,0,0,Green
66402cf8aa38843775c178a2,Cheung Chau,2019,2,18,30.7,90,17.4,93,22,0,Green
66402cf8aa38843775c178a3,Cheung Chau,2019,2,19,14,90,20.2,92,51.5,70,Amber
66402cf8aa38843775c178a4,Cheung Chau,2019,2,20,19.2,120,22.2,92,1.5,0,Green
66402cf8aa38843775c178a5,Cheung Chau,2019,2,21,17.9,90,21.9,89,0.5,0,Green
66402cf8aa38843775c178a6,Cheung Chau,2019,2,22,13.9,340,20.1,83,0,0,Green
66402cf8aa38843775c178a7,Cheung Chau,2019,2,23,24.1,90,17.5,90,5,0,Green
66402cf8aa38843775c178a8,Cheung Chau,2019,2,24,12.8,350,16,87,5,0,Green
66402cf8aa38843775c178a9,Cheung Chau,2019,2,25,11.6,360,17.1,89,0,0,Green
66402cf8aa38843775c178aa,Cheung Chau,2019,2,26,22.3,90,18.5,90,0.5,0,Green
66402cf8aa38843775c178ab,Cheung Chau,2019,2,27,13.4,90,20.8,86,0,0,Green
66402cf8aa38843775c178ac,Cheung Chau,2019,2,28,10.3,120,21.9,89,0,0,Green
66402cf8aa38843775c178ad,Cheung Chau,2019,3,1,21.4,90,20.7,89,0,0,Green
66402cf8aa38843775c178ae,Cheung Chau,2019,3,2,21,100,21.6,87,0,0,Green
